Month,antecedent,consequent,support,confidence,lift
February,JAM MAKING SET WITH JARS,SET OF 3 CAKE TINS PANTRY DESIGN,0.03898840885142255,0.5211267605633803,3.924994410909904
February,JAM MAKING SET WITH JARS,SET OF 6 SPICE TINS PANTRY DESIGN,0.03161222339304531,0.4225352112676057,4.71748135874068
February,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.04320337197049526,0.6721311475409836,10.63087431693989
February,ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.04320337197049526,0.6833333333333332,10.630874316939888
February,RECIPE BOX PANTRY YELLOW DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.03477344573234984,0.515625,3.883556547619048
February,SET OF 3 CAKE TINS PANTRY DESIGN,SET OF 6 SPICE TINS PANTRY DESIGN,0.0547945205479452,0.41269841269841273,4.6076563958916905
February,SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.0547945205479452,0.6117647058823529,4.60765639589169
February,WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE,0.03161222339304531,0.625,11.629901960784313
February,WOODEN FRAME ANTIQUE WHITE,WOODEN PICTURE FRAME WHITE FINISH,0.03161222339304531,0.5882352941176471,11.629901960784315
March,60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.02377179080824089,0.4918032786885246,6.820392722032066
March,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED,0.02694136291600634,0.6538461538461539,17.55646481178396
March,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN,0.02694136291600634,0.7234042553191489,17.556464811783957
March,BLUE HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING,0.02456418383518225,0.7045454545454545,21.16991341991342
March,PINK HAPPY BIRTHDAY BUNTING,BLUE HAPPY BIRTHDAY BUNTING,0.02456418383518225,0.7380952380952381,21.16991341991342
March,CANDLEHOLDER PINK HANGING HEART,WHITE HANGING HEART T-LIGHT HOLDER,0.02456418383518225,0.7749999999999999,5.856586826347304
March,COOK WITH WINE METAL SIGN,GIN + TONIC DIET METAL SIGN,0.028526148969889066,0.5538461538461539,12.943589743589746
March,GIN + TONIC DIET METAL SIGN,COOK WITH WINE METAL SIGN,0.028526148969889066,0.6666666666666667,12.943589743589746
March,HAND OVER THE CHOCOLATE   SIGN,COOK WITH WINE METAL SIGN,0.028526148969889066,0.5806451612903226,11.27344913151365
March,COOK WITH WINE METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.028526148969889066,0.5538461538461539,11.27344913151365
March,COOK WITH WINE METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.02456418383518225,0.4769230769230769,7.339962476547842
March,SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,0.0277337559429477,0.7000000000000001,18.795744680851065
March,DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX,0.0277337559429477,0.7446808510638298,18.795744680851065
March,PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.03645007923930269,0.8518518518518519,17.064079952968843
March,GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.03645007923930269,0.7301587301587301,17.064079952968843
March,ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.04120443740095087,0.7761194029850748,15.547026770907372
March,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.04120443740095087,0.8253968253968255,15.54702677090737
March,HAND OVER THE CHOCOLATE   SIGN,PLEASE ONE PERSON METAL SIGN,0.0277337559429477,0.5645161290322581,8.688040912667192
March,PLEASE ONE PERSON METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.0277337559429477,0.4268292682926829,8.68804091266719
March,JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,0.03248811410459588,0.45555555555555555,5.475343915343916
March,JAM MAKING SET PRINTED,SET OF 3 CAKE TINS PANTRY DESIGN,0.028526148969889066,0.4,3.256774193548387
March,JAM MAKING SET WITH JARS,SET OF 3 CAKE TINS PANTRY DESIGN,0.03803486529318542,0.4571428571428572,3.7220276497695854
March,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,0.0277337559429477,0.6481481481481481,8.098643197653098
March,JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.03248811410459588,0.640625,8.00464108910891
March,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,0.03248811410459588,0.4059405940594059,8.00464108910891
March,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,0.028526148969889066,0.6101694915254238,7.624098003020642
March,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,0.02377179080824089,0.46153846153846156,9.872229465449806
March,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,0.02377179080824089,0.5084745762711865,9.872229465449806
March,JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT,0.030903328050713153,0.582089552238806,7.273237771538348
March,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,0.02456418383518225,0.4769230769230769,5.959177456207159
March,JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,0.02694136291600634,0.6666666666666666,8.33003300330033
March,LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL,0.028526148969889066,0.5294117647058824,7.768809849521203
March,LUNCH BAG  BLACK SKULL,LUNCH BAG CARS BLUE,0.028526148969889066,0.41860465116279066,7.768809849521203
March,LUNCH BAG  BLACK SKULL,LUNCH BAG PINK POLKADOT,0.03248811410459588,0.4767441860465116,8.130421118793212
March,LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL,0.03248811410459588,0.5540540540540541,8.130421118793212
March,LUNCH BAG  BLACK SKULL,LUNCH BAG RED RETROSPOT,0.03248811410459588,0.4767441860465116,6.76012542461458
March,LUNCH BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL,0.03248811410459588,0.4606741573033708,6.76012542461458
March,LUNCH BAG  BLACK SKULL,LUNCH BAG SPACEBOY DESIGN,0.029318541996830427,0.4302325581395348,7.051344004832376
March,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG  BLACK SKULL,0.029318541996830427,0.4805194805194805,7.0513440048323766
March,LUNCH BAG SUKI DESIGN,LUNCH BAG  BLACK SKULL,0.0277337559429477,0.4794520547945205,7.03568015291494
March,LUNCH BAG  BLACK SKULL,LUNCH BAG SUKI DESIGN,0.0277337559429477,0.40697674418604646,7.03568015291494
March,LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,0.030110935023771792,0.5588235294117647,9.530206677265502
March,LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE,0.030110935023771792,0.5135135135135136,9.530206677265502
March,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,0.026148969889064975,0.48529411764705876,6.881361533377396
March,LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN,0.02456418383518225,0.45588235294117646,7.881144238517325
March,LUNCH BAG SUKI DESIGN,LUNCH BAG CARS BLUE,0.02456418383518225,0.4246575342465753,7.881144238517324
March,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG RED RETROSPOT,0.02456418383518225,0.5636363636363636,7.992236976506639
March,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SPACEBOY DESIGN,0.030110935023771792,0.6909090909090909,11.323730814639905
March,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG DOLLY GIRL DESIGN,0.030110935023771792,0.4935064935064935,11.323730814639905
March,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.030903328050713153,0.5270270270270271,7.473124810203464
March,LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,0.030903328050713153,0.43820224719101125,7.473124810203462
March,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG PINK POLKADOT,0.0277337559429477,0.45454545454545453,7.7518427518427515
March,LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN,0.0277337559429477,0.47297297297297297,7.7518427518427515
March,LUNCH BAG SUKI DESIGN,LUNCH BAG PINK POLKADOT,0.026148969889064975,0.4520547945205479,7.709366901147723
March,LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN,0.026148969889064975,0.44594594594594594,7.709366901147723
March,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT,0.029318541996830427,0.4805194805194805,6.8136582518605
March,LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,0.029318541996830427,0.4157303370786517,6.813658251860499
March,LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.02694136291600634,0.4657534246575343,6.604278897952902
March,LUNCH BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,0.025356576862123614,0.4383561643835617,7.184486746130582
March,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,0.025356576862123614,0.4155844155844156,7.184486746130582
March,LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN,0.02377179080824089,0.5172413793103449,8.477384684281237
March,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.030110935023771792,0.5671641791044777,7.865507626701657
March,PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,0.030110935023771792,0.4175824175824176,7.865507626701658
March,PANTRY SCRUBBING BRUSH,PANTRY WASHING UP BRUSH,0.026148969889064975,0.5789473684210527,11.59732664995823
March,PANTRY WASHING UP BRUSH,PANTRY SCRUBBING BRUSH,0.026148969889064975,0.5238095238095238,11.59732664995823
March,WOODEN UNION JACK BUNTING,PAPER CHAIN KIT EMPIRE,0.028526148969889066,0.4675324675324675,5.315549315549315
March,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.03486529318541997,0.8148148148148149,15.347705914870096
March,ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.03486529318541997,0.6567164179104479,15.347705914870097
March,RECIPE BOX PANTRY YELLOW DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.030903328050713153,0.5,4.070967741935483
March,SET 2 PANTRY DESIGN TEA TOWELS,SET OF 3 CAKE TINS PANTRY DESIGN,0.026148969889064975,0.5689655172413793,4.632480533926585
March,SET OF 3 CAKE TINS PANTRY DESIGN,SET OF 6 SPICE TINS PANTRY DESIGN,0.04992076069730586,0.40645161290322573,4.7494623655913975
March,SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.04992076069730586,0.5833333333333334,4.749462365591398
March,WOODEN FRAME ANTIQUE WHITE,WHITE HANGING HEART T-LIGHT HOLDER,0.0277337559429477,0.4268292682926829,3.2255002190740467
March,WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE,0.03407290015847861,0.6231884057971016,9.591021562389539
March,WOODEN FRAME ANTIQUE WHITE,WOODEN PICTURE FRAME WHITE FINISH,0.03407290015847861,0.524390243902439,9.591021562389537
April,PACK OF 72 RETROSPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.037998146431881374,0.44086021505376344,7.550605905444614
April,60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.037998146431881374,0.6507936507936508,7.550605905444615
April,COOK WITH WINE METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.029657089898053754,0.6153846153846153,8.40506329113924
April,PLEASE ONE PERSON METAL SIGN,COOK WITH WINE METAL SIGN,0.029657089898053754,0.40506329113924056,8.405063291139241
April,GIN + TONIC DIET METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.028730305838739572,0.6595744680851063,9.00861836789658
April,PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.04541241890639481,0.8305084745762712,14.224105461393597
April,GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.04541241890639481,0.7777777777777778,14.224105461393597
April,ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.05004633920296571,0.7397260273972602,12.669275929549901
April,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.05004633920296571,0.8571428571428571,12.669275929549901
April,JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.028730305838739572,0.6078431372549019,8.629772961816306
April,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,0.028730305838739572,0.40789473684210525,8.629772961816306
April,LUNCH BAG  BLACK SKULL,LUNCH BAG RED RETROSPOT,0.030583873957367932,0.6,6.814736842105263
April,LUNCH BAG ALPHABET DESIGN,LUNCH BAG APPLE DESIGN,0.030583873957367932,0.6226415094339622,9.879855715871255
April,LUNCH BAG APPLE DESIGN,LUNCH BAG ALPHABET DESIGN,0.030583873957367932,0.4852941176470588,9.879855715871253
April,LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG APPLE DESIGN,0.03151065801668211,0.6938775510204082,11.010204081632654
April,LUNCH BAG APPLE DESIGN,LUNCH BAG VINTAGE LEAF DESIGN,0.03151065801668211,0.5,11.010204081632653
April,LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,0.027803521779425393,0.5263157894736842,8.873355263157894
April,LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE,0.027803521779425393,0.46875,8.873355263157894
April,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,0.033364226135310475,0.631578947368421,7.173407202216066
April,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.03892493049119555,0.65625,7.4536184210526315
April,LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,0.03892493049119555,0.4421052631578947,7.4536184210526315
April,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT,0.03707136237256719,0.5797101449275363,6.584286803966438
April,LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,0.03707136237256719,0.42105263157894735,6.584286803966438
April,LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.03614457831325301,0.5,5.678947368421053
April,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN,0.03614457831325301,0.41052631578947363,5.678947368421052
April,LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT,0.03151065801668211,0.6181818181818182,7.021244019138756
April,RED RETROSPOT PICNIC BAG,LUNCH BAG RED RETROSPOT,0.027803521779425393,0.46875,5.324013157894736
April,LUNCH BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,0.03429101019462465,0.4743589743589744,7.417874396135267
April,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,0.03429101019462465,0.5362318840579711,7.417874396135267
April,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.027803521779425393,0.5084745762711864,5.8993985784581735
April,WOODEN UNION JACK BUNTING,PAPER CHAIN KIT EMPIRE,0.03243744207599629,0.4375,3.5762310606060606
April,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.04819277108433735,0.8813559322033899,13.02716508010216
April,ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.04819277108433735,0.7123287671232876,13.027165080102158
May,60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.02025658338960162,0.4918032786885246,7.831835007932311
May,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE ORANGE,0.02160702228224173,0.4383561643835617,15.097801847722206
May,ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE RED,0.02160702228224173,0.744186046511628,15.097801847722208
May,PAINTED METAL PEARS ASSORTED,ASSORTED COLOUR BIRD ORNAMENT,0.020931802835921675,0.775,8.695265151515152
May,BLUE HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING,0.02700877785280216,0.7843137254901962,22.337858220211167
May,PINK HAPPY BIRTHDAY BUNTING,BLUE HAPPY BIRTHDAY BUNTING,0.02700877785280216,0.7692307692307693,22.337858220211164
May,CHARLOTTE BAG APPLES DESIGN,JUMBO BAG APPLES,0.02160702228224173,0.4776119402985075,6.37246201425306
May,CHARLOTTE BAG APPLES DESIGN,LUNCH BAG APPLE DESIGN,0.02633355840648211,0.582089552238806,5.904620731956656
May,CHILDRENS CUTLERY SPACEBOY,CHILDRENS CUTLERY DOLLY GIRL,0.024307900067521943,0.6666666666666666,21.463768115942027
May,CHILDRENS CUTLERY DOLLY GIRL,CHILDRENS CUTLERY SPACEBOY,0.024307900067521943,0.782608695652174,21.46376811594203
May,COOK WITH WINE METAL SIGN,GIN + TONIC DIET METAL SIGN,0.024307900067521943,0.5454545454545454,11.707509881422924
May,GIN + TONIC DIET METAL SIGN,COOK WITH WINE METAL SIGN,0.024307900067521943,0.5217391304347826,11.707509881422926
May,SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,0.02160702228224173,0.5517241379310346,17.02298850574713
May,DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX,0.02160702228224173,0.6666666666666667,17.02298850574713
May,GARDENERS KNEELING PAD CUP OF TEA,GARDENERS KNEELING PAD KEEP CALM,0.02835921674544227,0.75,18.826271186440678
May,GARDENERS KNEELING PAD KEEP CALM,GARDENERS KNEELING PAD CUP OF TEA,0.02835921674544227,0.7118644067796611,18.826271186440678
May,PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.04388926401080351,0.8904109589041096,16.48373287671233
May,GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.04388926401080351,0.8125,16.48373287671233
May,REGENCY TEA PLATE GREEN,GREEN REGENCY TEACUP AND SAUCER,0.020931802835921675,0.4305555555555556,7.970659722222223
May,ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.04456448345712356,0.6875,12.727343750000001
May,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.04456448345712356,0.825,12.72734375
May,HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.02025658338960162,0.44776119402985076,13.26268656716418
May,HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.02025658338960162,0.6,13.26268656716418
May,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,0.024307900067521943,0.6101694915254238,7.593790058396241
May,JUMBO BAG ALPHABET,JUMBO BAG APPLES,0.02835921674544227,0.4038461538461539,5.388253638253639
May,JUMBO BAG ALPHABET,JUMBO BAG VINTAGE DOILY,0.029709655638082377,0.42307692307692313,4.895132211538462
May,LUNCH BAG ALPHABET DESIGN,JUMBO BAG ALPHABET,0.03241053342336259,0.4571428571428572,6.509890109890111
May,JUMBO BAG ALPHABET,LUNCH BAG ALPHABET DESIGN,0.03241053342336259,0.46153846153846156,6.509890109890111
May,JUMBO BAG PEARS,JUMBO BAG APPLES,0.02700877785280216,0.6557377049180327,8.749076945798256
May,JUMBO BAG PINK POLKADOT,JUMBO BAG APPLES,0.02025658338960162,0.42857142857142855,5.718146718146718
May,JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT,0.031060094530722483,0.4144144144144144,5.157544098720569
May,JUMBO BAG APPLES,LUNCH BAG APPLE DESIGN,0.03646185010128292,0.48648648648648646,4.934838948537578
May,JUMBO BAG PEARS,JUMBO BAG VINTAGE DOILY,0.02363268062120189,0.5737704918032788,6.6387038934426235
May,JUMBO BAG PEARS,JUMBO BAG VINTAGE LEAF,0.02363268062120189,0.5737704918032788,9.137140842587698
May,JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.03308575286968265,0.7,8.711764705882352
May,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,0.03308575286968265,0.411764705882353,8.711764705882354
May,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG RED RETROSPOT,0.02025658338960162,0.625,7.7783613445378155
May,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,0.02633355840648211,0.582089552238806,7.2443245955098465
May,JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,0.022957461174881837,0.5151515151515151,6.411255411255412
May,JUMBO BAG VINTAGE DOILY,JUMBO BAG VINTAGE LEAF,0.04186360567184335,0.484375,7.713541666666667
May,JUMBO BAG VINTAGE LEAF,JUMBO BAG VINTAGE DOILY,0.04186360567184335,0.6666666666666667,7.713541666666667
May,JUMBO BAG VINTAGE DOILY,LUNCH BAG VINTAGE DOILY,0.04186360567184335,0.484375,5.123995535714285
May,LUNCH BAG VINTAGE DOILY,JUMBO BAG VINTAGE DOILY,0.04186360567184335,0.44285714285714284,5.123995535714285
May,JUMBO BAG VINTAGE LEAF,LUNCH BAG VINTAGE DOILY,0.02903443619176232,0.46236559139784944,4.891167434715821
May,LUNCH BAG  BLACK SKULL,LUNCH BAG APPLE DESIGN,0.02700877785280216,0.43478260869565216,4.410363311494938
May,LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL,0.02835921674544227,0.42424242424242425,6.829380764163373
May,LUNCH BAG  BLACK SKULL,LUNCH BAG CARS BLUE,0.02835921674544227,0.4565217391304348,6.829380764163373
May,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG  BLACK SKULL,0.02228224172856178,0.540983606557377,8.708660014255166
May,LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL,0.022957461174881837,0.4473684210526316,7.201659038901602
May,LUNCH BAG  BLACK SKULL,LUNCH BAG RED RETROSPOT,0.03443619176232275,0.5543478260869565,6.620880084151473
May,LUNCH BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL,0.03443619176232275,0.41129032258064513,6.620880084151472
May,LUNCH BAG  BLACK SKULL,LUNCH BAG SUKI DESIGN,0.02835921674544227,0.4565217391304348,6.2028320702034305
May,LUNCH BAG ALPHABET DESIGN,LUNCH BAG APPLE DESIGN,0.039837947332883185,0.5619047619047619,5.6998695368558385
May,LUNCH BAG APPLE DESIGN,LUNCH BAG ALPHABET DESIGN,0.039837947332883185,0.4041095890410959,5.6998695368558385
May,LUNCH BAG ALPHABET DESIGN,LUNCH BAG VINTAGE DOILY,0.03241053342336259,0.4571428571428572,4.835918367346939
May,LUNCH BAG ALPHABET DESIGN,LUNCH BAG VINTAGE LEAF DESIGN,0.02835921674544227,0.4,6.50989010989011
May,LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG ALPHABET DESIGN,0.02835921674544227,0.46153846153846156,6.509890109890111
May,LUNCH BAG CARS BLUE,LUNCH BAG APPLE DESIGN,0.029709655638082377,0.4444444444444444,4.508371385083714
May,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG APPLE DESIGN,0.022957461174881837,0.5573770491803278,5.653941163260723
May,LUNCH BAG RED RETROSPOT,LUNCH BAG APPLE DESIGN,0.03646185010128292,0.43548387096774194,4.417476800707027
May,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG APPLE DESIGN,0.02633355840648211,0.5270270270270271,5.346075527582378
