antecedent,consequent,support,confidence,lift
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SUKI DESIGN,0.0252167060677699,0.5333333333333334,6.768000000000001
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG VINTAGE DOILY,0.026792750197005517,0.5666666666666667,5.173381294964028
LUNCH BAG WOODLAND,LUNCH BAG DOLLY GIRL DESIGN,0.027580772261623327,0.43209876543209885,9.138888888888891
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG WOODLAND,0.027580772261623327,0.5833333333333334,9.138888888888891
LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.0425531914893617,0.4954128440366972,5.514727184934814
LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,0.0425531914893617,0.47368421052631576,5.514727184934814
LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN,0.037037037037037035,0.4311926605504587,6.437452779276848
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG PINK POLKADOT,0.037037037037037035,0.5529411764705882,6.437452779276848
LUNCH BAG SUKI DESIGN,LUNCH BAG PINK POLKADOT,0.037037037037037035,0.47,5.471834862385321
LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN,0.037037037037037035,0.4311926605504587,5.471834862385321
LUNCH BAG PINK POLKADOT,LUNCH BAG VINTAGE DOILY,0.037825059101654845,0.4403669724770642,4.020328691175499
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG PINK POLKADOT,0.027580772261623327,0.43750000000000006,5.093463302752294
LUNCH BAG WOODLAND,LUNCH BAG PINK POLKADOT,0.03309692671394799,0.5185185185185186,6.036697247706423
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT,0.030732860520094562,0.4588235294117647,5.107430340557275
LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.038613081166272656,0.49,5.454473684210526
LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN,0.038613081166272656,0.4298245614035088,5.454473684210527
LUNCH BAG VINTAGE DOILY,LUNCH BAG RED RETROSPOT,0.04412923561859732,0.4028776978417266,4.4846648996592196
LUNCH BAG RED RETROSPOT,LUNCH BAG VINTAGE DOILY,0.04412923561859732,0.49122807017543857,4.4846648996592196
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG RED RETROSPOT,0.029156816390858944,0.4625000000000001,5.148355263157895
LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT,0.036249014972419225,0.5679012345679012,6.321637426900584
LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,0.036249014972419225,0.4035087719298245,6.321637426900584
LUNCH BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,0.03546099290780142,0.45,6.7182352941176475
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,0.03546099290780142,0.5294117647058824,6.718235294117647
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG VINTAGE DOILY,0.037037037037037035,0.5529411764705882,5.048074481591197
LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN,0.03467297084318361,0.54320987654321,8.109803921568629
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG WOODLAND,0.03467297084318361,0.5176470588235295,8.109803921568629
LUNCH BAG SUKI DESIGN,LUNCH BAG VINTAGE DOILY,0.04176516942474389,0.5299999999999999,4.8386330935251785
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG SUKI DESIGN,0.029156816390858944,0.4625000000000001,5.869125
LUNCH BAG SUKI DESIGN,LUNCH BAG WOODLAND,0.0338849487785658,0.43,6.736666666666667
LUNCH BAG WOODLAND,LUNCH BAG SUKI DESIGN,0.0338849487785658,0.5308641975308642,6.736666666666666
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG VINTAGE DOILY,0.037037037037037035,0.5875,5.363579136690648
LUNCH BAG WOODLAND,LUNCH BAG VINTAGE DOILY,0.0338849487785658,0.5308641975308642,4.84652278177458
PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.02048857368006304,0.7027027027027026,18.972972972972972
ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.02048857368006304,0.5531914893617021,18.972972972972972
PINK VINTAGE PAISLEY PICNIC BAG,SCANDINAVIAN PAISLEY PICNIC BAG,0.022852639873916468,0.6904761904761905,17.88192419825073
SCANDINAVIAN PAISLEY PICNIC BAG,PINK VINTAGE PAISLEY PICNIC BAG,0.022852639873916468,0.5918367346938775,17.88192419825073
RED HANGING HEART T-LIGHT HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,0.02048857368006304,0.6341463414634146,6.005460502366218
STRAWBERRY CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,0.02442868400315209,0.5636363636363636,12.548325358851674
RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,0.02442868400315209,0.543859649122807,12.548325358851676
RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,0.02206461780929866,0.49122807017543857,12.222910216718265
WOODLAND CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,0.02206461780929866,0.5490196078431372,12.222910216718263
SET OF 12 FAIRY CAKE BAKING CASES,SET OF 12 MINI LOAF BAKING CASES,0.026004728132387706,0.532258064516129,17.774617996604412
SET OF 12 MINI LOAF BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES,0.026004728132387706,0.8684210526315789,17.774617996604412
SET OF 6 SNACK LOAF BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES,0.028368794326241134,0.7659574468085106,15.67741935483871
SET OF 12 FAIRY CAKE BAKING CASES,SET OF 6 SNACK LOAF BAKING CASES,0.028368794326241134,0.5806451612903225,15.677419354838708
SET OF 6 TEA TIME BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES,0.030732860520094562,0.7647058823529411,15.651802656546488
SET OF 12 FAIRY CAKE BAKING CASES,SET OF 6 TEA TIME BAKING CASES,0.030732860520094562,0.6290322580645161,15.651802656546488
SET OF 6 SNACK LOAF BAKING CASES,SET OF 12 MINI LOAF BAKING CASES,0.022852639873916468,0.6170212765957447,20.605263157894736
SET OF 12 MINI LOAF BAKING CASES,SET OF 6 SNACK LOAF BAKING CASES,0.022852639873916468,0.763157894736842,20.605263157894736
SET OF 6 TEA TIME BAKING CASES,SET OF 12 MINI LOAF BAKING CASES,0.02206461780929866,0.5490196078431372,18.334365325077396
SET OF 12 MINI LOAF BAKING CASES,SET OF 6 TEA TIME BAKING CASES,0.02206461780929866,0.7368421052631579,18.334365325077396
SET OF TEA COFFEE SUGAR TINS PANTRY,SET OF 3 CAKE TINS PANTRY DESIGN,0.029156816390858944,0.5285714285714286,7.622240259740259
SET OF 3 CAKE TINS PANTRY DESIGN,SET OF TEA COFFEE SUGAR TINS PANTRY,0.029156816390858944,0.42045454545454547,7.622240259740259
SET OF 36 DOILIES PANTRY DESIGN,SET OF 60 PANTRY DESIGN CAKE CASES,0.02127659574468085,0.5625,8.497767857142858
SET OF 6 TEA TIME BAKING CASES,SET OF 6 SNACK LOAF BAKING CASES,0.026004728132387706,0.6470588235294117,17.470588235294116
SET OF 6 SNACK LOAF BAKING CASES,SET OF 6 TEA TIME BAKING CASES,0.026004728132387706,0.7021276595744681,17.470588235294116
SET OF 60 I LOVE LONDON CAKE CASES,SET OF 60 PANTRY DESIGN CAKE CASES,0.02048857368006304,0.65,9.819642857142858
SET OF 60 VINTAGE LEAF CAKE CASES,SET OF 60 PANTRY DESIGN CAKE CASES,0.026004728132387706,0.6875,10.386160714285715
SMALL MARSHMALLOWS PINK BOWL,SMALL DOLLY MIX DESIGN ORANGE BOWL,0.02048857368006304,0.8387096774193548,27.29032258064516
SMALL DOLLY MIX DESIGN ORANGE BOWL,SMALL MARSHMALLOWS PINK BOWL,0.02048857368006304,0.6666666666666666,27.29032258064516
SPACEBOY CHILDRENS CUP,SPACEBOY CHILDRENS BOWL,0.022852639873916468,0.8787878787878788,34.84943181818181
SPACEBOY CHILDRENS BOWL,SPACEBOY CHILDRENS CUP,0.022852639873916468,0.9062499999999999,34.84943181818181
STRAWBERRY CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,0.02364066193853428,0.5454545454545454,13.572192513368982
WOODLAND CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,0.02364066193853428,0.588235294117647,13.572192513368982
WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE,0.03230890464933018,0.6029411764705882,10.930462184873948
WOODEN FRAME ANTIQUE WHITE,WOODEN PICTURE FRAME WHITE FINISH,0.03230890464933018,0.5857142857142856,10.930462184873948
