Month,antecedent,consequent,support,confidence,lift
January,SET OF 3 CAKE TINS PANTRY DESIGN,SET OF 6 SPICE TINS PANTRY DESIGN,0.0636267232237539,0.4651162790697674,5.482558139534883
January,SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.0636267232237539,0.7499999999999999,5.482558139534883
January,SET OF 6 HERB TINS SKETCHBOOK,SET OF 6 SPICE TINS PANTRY DESIGN,0.0339342523860021,0.6808510638297873,8.025531914893618
January,SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 6 HERB TINS SKETCHBOOK,0.0339342523860021,0.4,8.025531914893618
February,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED,0.035827186512118,0.7555555555555556,13.788888888888891
February,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN,0.035827186512118,0.6538461538461539,13.78888888888889
February,GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.0484720758693361,0.793103448275862,12.338609383832672
February,PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.0484720758693361,0.7540983606557377,12.338609383832672
February,ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.0505795574288725,0.7999999999999999,13.089655172413792
February,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.0505795574288725,0.8275862068965517,13.089655172413792
February,HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.0495258166491043,0.5875,6.0601902173913045
February,HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.0495258166491043,0.5108695652173914,6.060190217391305
February,JAM MAKING SET WITH JARS,JAM MAKING SET PRINTED,0.035827186512118,0.4788732394366197,6.49215291750503
February,JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,0.035827186512118,0.4857142857142857,6.49215291750503
February,JAM MAKING SET PRINTED,SET OF 3 CAKE TINS PANTRY DESIGN,0.0326659641728134,0.4428571428571428,3.3354875283446708
February,JAM MAKING SET WITH JARS,SET OF 3 CAKE TINS PANTRY DESIGN,0.0389884088514225,0.5211267605633803,3.924994410909904
February,JAM MAKING SET WITH JARS,SET OF 6 SPICE TINS PANTRY DESIGN,0.0316122233930453,0.4225352112676057,4.71748135874068
February,ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.0432033719704952,0.6833333333333332,10.630874316939888
February,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.0432033719704952,0.6721311475409836,10.63087431693989
February,RECIPE BOX PANTRY YELLOW DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.0347734457323498,0.515625,3.883556547619048
February,SET OF 3 CAKE TINS PANTRY DESIGN,SET OF 6 SPICE TINS PANTRY DESIGN,0.0547945205479452,0.4126984126984127,4.6076563958916905
February,SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.0547945205479452,0.6117647058823529,4.60765639589169
February,WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE,0.0316122233930453,0.625,11.629901960784313
February,WOODEN FRAME ANTIQUE WHITE,WOODEN PICTURE FRAME WHITE FINISH,0.0316122233930453,0.5882352941176471,11.629901960784316
March,60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.0237717908082408,0.4918032786885246,6.820392722032066
March,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED,0.0269413629160063,0.6538461538461539,17.55646481178396
March,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN,0.0269413629160063,0.7234042553191489,17.556464811783957
March,BLUE HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING,0.0245641838351822,0.7045454545454545,21.16991341991342
March,PINK HAPPY BIRTHDAY BUNTING,BLUE HAPPY BIRTHDAY BUNTING,0.0245641838351822,0.7380952380952381,21.16991341991342
March,CANDLEHOLDER PINK HANGING HEART,WHITE HANGING HEART T-LIGHT HOLDER,0.0245641838351822,0.7749999999999999,5.856586826347304
March,COOK WITH WINE METAL SIGN,GIN + TONIC DIET METAL SIGN,0.028526148969889,0.5538461538461539,12.943589743589746
March,GIN + TONIC DIET METAL SIGN,COOK WITH WINE METAL SIGN,0.028526148969889,0.6666666666666667,12.943589743589746
March,COOK WITH WINE METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.028526148969889,0.5538461538461539,11.27344913151365
March,HAND OVER THE CHOCOLATE   SIGN,COOK WITH WINE METAL SIGN,0.028526148969889,0.5806451612903226,11.27344913151365
March,COOK WITH WINE METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.0245641838351822,0.4769230769230769,7.339962476547842
March,SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,0.0277337559429477,0.7000000000000001,18.795744680851065
March,DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX,0.0277337559429477,0.7446808510638298,18.795744680851065
March,GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.0364500792393026,0.7301587301587301,17.064079952968843
March,PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.0364500792393026,0.8518518518518519,17.064079952968843
March,ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.0412044374009508,0.7761194029850748,15.547026770907372
March,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.0412044374009508,0.8253968253968255,15.54702677090737
March,PLEASE ONE PERSON METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.0277337559429477,0.4268292682926829,8.68804091266719
March,HAND OVER THE CHOCOLATE   SIGN,PLEASE ONE PERSON METAL SIGN,0.0277337559429477,0.5645161290322581,8.688040912667192
March,JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,0.0324881141045958,0.4555555555555555,5.475343915343916
March,JAM MAKING SET PRINTED,SET OF 3 CAKE TINS PANTRY DESIGN,0.028526148969889,0.4,3.256774193548387
March,JAM MAKING SET WITH JARS,SET OF 3 CAKE TINS PANTRY DESIGN,0.0380348652931854,0.4571428571428572,3.7220276497695854
March,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,0.0277337559429477,0.6481481481481481,8.098643197653098
March,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,0.0324881141045958,0.4059405940594059,8.00464108910891
March,JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.0324881141045958,0.640625,8.00464108910891
March,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,0.028526148969889,0.6101694915254238,7.624098003020642
March,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,0.0237717908082408,0.4615384615384615,9.872229465449806
March,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,0.0237717908082408,0.5084745762711865,9.872229465449806
March,JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT,0.0309033280507131,0.582089552238806,7.273237771538348
March,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,0.0245641838351822,0.4769230769230769,5.959177456207159
March,JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,0.0269413629160063,0.6666666666666666,8.33003300330033
March,LUNCH BAG  BLACK SKULL,LUNCH BAG CARS BLUE,0.028526148969889,0.4186046511627906,7.768809849521203
March,LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL,0.028526148969889,0.5294117647058824,7.768809849521203
March,LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL,0.0324881141045958,0.5540540540540541,8.130421118793212
March,LUNCH BAG  BLACK SKULL,LUNCH BAG PINK POLKADOT,0.0324881141045958,0.4767441860465116,8.130421118793212
March,LUNCH BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL,0.0324881141045958,0.4606741573033708,6.76012542461458
March,LUNCH BAG  BLACK SKULL,LUNCH BAG RED RETROSPOT,0.0324881141045958,0.4767441860465116,6.76012542461458
March,LUNCH BAG  BLACK SKULL,LUNCH BAG SPACEBOY DESIGN,0.0293185419968304,0.4302325581395348,7.051344004832376
March,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG  BLACK SKULL,0.0293185419968304,0.4805194805194805,7.0513440048323766
March,LUNCH BAG SUKI DESIGN,LUNCH BAG  BLACK SKULL,0.0277337559429477,0.4794520547945205,7.03568015291494
March,LUNCH BAG  BLACK SKULL,LUNCH BAG SUKI DESIGN,0.0277337559429477,0.4069767441860464,7.03568015291494
March,LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE,0.0301109350237717,0.5135135135135136,9.530206677265502
March,LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,0.0301109350237717,0.5588235294117647,9.530206677265502
March,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,0.0261489698890649,0.4852941176470587,6.881361533377396
March,LUNCH BAG SUKI DESIGN,LUNCH BAG CARS BLUE,0.0245641838351822,0.4246575342465753,7.881144238517324
March,LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN,0.0245641838351822,0.4558823529411764,7.881144238517325
March,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG RED RETROSPOT,0.0245641838351822,0.5636363636363636,7.992236976506639
March,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SPACEBOY DESIGN,0.0301109350237717,0.6909090909090909,11.323730814639903
March,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG DOLLY GIRL DESIGN,0.0301109350237717,0.4935064935064935,11.323730814639903
March,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.0309033280507131,0.5270270270270271,7.473124810203464
March,LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,0.0309033280507131,0.4382022471910112,7.473124810203462
March,LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN,0.0277337559429477,0.4729729729729729,7.751842751842751
March,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG PINK POLKADOT,0.0277337559429477,0.4545454545454545,7.751842751842751
March,LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN,0.0261489698890649,0.4459459459459459,7.709366901147723
March,LUNCH BAG SUKI DESIGN,LUNCH BAG PINK POLKADOT,0.0261489698890649,0.4520547945205479,7.709366901147723
March,LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,0.0293185419968304,0.4157303370786517,6.813658251860499
March,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT,0.0293185419968304,0.4805194805194805,6.8136582518605
March,LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.0269413629160063,0.4657534246575343,6.604278897952902
March,LUNCH BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,0.0253565768621236,0.4383561643835617,7.184486746130582
March,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,0.0253565768621236,0.4155844155844156,7.184486746130582
March,LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN,0.0237717908082408,0.5172413793103449,8.477384684281237
March,PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,0.0301109350237717,0.4175824175824176,7.865507626701658
March,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.0301109350237717,0.5671641791044777,7.865507626701657
March,PANTRY WASHING UP BRUSH,PANTRY SCRUBBING BRUSH,0.0261489698890649,0.5238095238095238,11.59732664995823
March,PANTRY SCRUBBING BRUSH,PANTRY WASHING UP BRUSH,0.0261489698890649,0.5789473684210527,11.59732664995823
March,WOODEN UNION JACK BUNTING,PAPER CHAIN KIT EMPIRE,0.028526148969889,0.4675324675324675,5.315549315549315
March,ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.0348652931854199,0.6567164179104479,15.347705914870096
March,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.0348652931854199,0.8148148148148149,15.347705914870096
March,RECIPE BOX PANTRY YELLOW DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.0309033280507131,0.5,4.070967741935483
March,SET 2 PANTRY DESIGN TEA TOWELS,SET OF 3 CAKE TINS PANTRY DESIGN,0.0261489698890649,0.5689655172413793,4.632480533926585
March,SET OF 3 CAKE TINS PANTRY DESIGN,SET OF 6 SPICE TINS PANTRY DESIGN,0.0499207606973058,0.4064516129032257,4.7494623655913975
March,SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.0499207606973058,0.5833333333333334,4.749462365591398
March,WOODEN FRAME ANTIQUE WHITE,WHITE HANGING HEART T-LIGHT HOLDER,0.0277337559429477,0.4268292682926829,3.2255002190740467
March,WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE,0.0340729001584786,0.6231884057971016,9.59102156238954
March,WOODEN FRAME ANTIQUE WHITE,WOODEN PICTURE FRAME WHITE FINISH,0.0340729001584786,0.524390243902439,9.591021562389535
April,PACK OF 72 RETROSPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.0379981464318813,0.4408602150537634,7.550605905444614
April,60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.0379981464318813,0.6507936507936508,7.550605905444615
April,COOK WITH WINE METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.0296570898980537,0.6153846153846153,8.40506329113924
April,PLEASE ONE PERSON METAL SIGN,COOK WITH WINE METAL SIGN,0.0296570898980537,0.4050632911392405,8.405063291139241
April,GIN + TONIC DIET METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.0287303058387395,0.6595744680851063,9.00861836789658
April,PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.0454124189063948,0.8305084745762712,14.224105461393597
April,GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.0454124189063948,0.7777777777777778,14.224105461393597
April,ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.0500463392029657,0.7397260273972602,12.6692759295499
April,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.0500463392029657,0.8571428571428571,12.6692759295499
April,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,0.0287303058387395,0.4078947368421052,8.629772961816306
April,JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.0287303058387395,0.6078431372549019,8.629772961816306
April,LUNCH BAG  BLACK SKULL,LUNCH BAG RED RETROSPOT,0.0305838739573679,0.6,6.814736842105263
April,LUNCH BAG APPLE DESIGN,LUNCH BAG ALPHABET DESIGN,0.0305838739573679,0.4852941176470588,9.879855715871251
April,LUNCH BAG ALPHABET DESIGN,LUNCH BAG APPLE DESIGN,0.0305838739573679,0.6226415094339622,9.879855715871257
April,LUNCH BAG APPLE DESIGN,LUNCH BAG VINTAGE LEAF DESIGN,0.0315106580166821,0.5,11.010204081632653
April,LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG APPLE DESIGN,0.0315106580166821,0.6938775510204082,11.010204081632654
April,LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE,0.0278035217794253,0.46875,8.873355263157894
April,LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,0.0278035217794253,0.5263157894736842,8.873355263157894
April,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,0.0333642261353104,0.631578947368421,7.173407202216066
April,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.0389249304911955,0.65625,7.453618421052631
April,LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,0.0389249304911955,0.4421052631578947,7.453618421052631
April,LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,0.0370713623725671,0.4210526315789473,6.584286803966438
April,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT,0.0370713623725671,0.5797101449275363,6.584286803966438
April,LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.036144578313253,0.5,5.678947368421053
April,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN,0.036144578313253,0.4105263157894736,5.678947368421052
April,LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT,0.0315106580166821,0.6181818181818182,7.021244019138756
April,RED RETROSPOT PICNIC BAG,LUNCH BAG RED RETROSPOT,0.0278035217794253,0.46875,5.324013157894736
April,LUNCH BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,0.0342910101946246,0.4743589743589744,7.417874396135267
April,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,0.0342910101946246,0.5362318840579711,7.417874396135267
April,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.0278035217794253,0.5084745762711864,5.8993985784581735
April,WOODEN UNION JACK BUNTING,PAPER CHAIN KIT EMPIRE,0.0324374420759962,0.4375,3.576231060606061
April,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.0481927710843373,0.8813559322033899,13.02716508010216
April,ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.0481927710843373,0.7123287671232876,13.027165080102158
May,60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.0202565833896016,0.4918032786885246,7.831835007932311
May,ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE RED,0.0216070222822417,0.744186046511628,15.097801847722208
May,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE ORANGE,0.0216070222822417,0.4383561643835617,15.097801847722206
May,PAINTED METAL PEARS ASSORTED,ASSORTED COLOUR BIRD ORNAMENT,0.0209318028359216,0.775,8.695265151515152
May,BLUE HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING,0.0270087778528021,0.7843137254901962,22.337858220211167
May,PINK HAPPY BIRTHDAY BUNTING,BLUE HAPPY BIRTHDAY BUNTING,0.0270087778528021,0.7692307692307693,22.337858220211164
May,CHARLOTTE BAG APPLES DESIGN,JUMBO BAG APPLES,0.0216070222822417,0.4776119402985075,6.37246201425306
May,CHARLOTTE BAG APPLES DESIGN,LUNCH BAG APPLE DESIGN,0.0263335584064821,0.582089552238806,5.904620731956656
May,CHILDRENS CUTLERY DOLLY GIRL,CHILDRENS CUTLERY SPACEBOY,0.0243079000675219,0.782608695652174,21.46376811594203
May,CHILDRENS CUTLERY SPACEBOY,CHILDRENS CUTLERY DOLLY GIRL,0.0243079000675219,0.6666666666666666,21.463768115942027
May,COOK WITH WINE METAL SIGN,GIN + TONIC DIET METAL SIGN,0.0243079000675219,0.5454545454545454,11.707509881422924
May,GIN + TONIC DIET METAL SIGN,COOK WITH WINE METAL SIGN,0.0243079000675219,0.5217391304347826,11.707509881422926
May,SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,0.0216070222822417,0.5517241379310346,17.02298850574713
May,DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX,0.0216070222822417,0.6666666666666667,17.02298850574713
May,GARDENERS KNEELING PAD CUP OF TEA,GARDENERS KNEELING PAD KEEP CALM,0.0283592167454422,0.75,18.82627118644068
May,GARDENERS KNEELING PAD KEEP CALM,GARDENERS KNEELING PAD CUP OF TEA,0.0283592167454422,0.7118644067796611,18.82627118644068
May,PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.0438892640108035,0.8904109589041096,16.48373287671233
May,GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.0438892640108035,0.8125,16.48373287671233
May,REGENCY TEA PLATE GREEN,GREEN REGENCY TEACUP AND SAUCER,0.0209318028359216,0.4305555555555556,7.970659722222223
May,ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.0445644834571235,0.6875,12.72734375
May,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.0445644834571235,0.825,12.72734375
May,HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.0202565833896016,0.6,13.26268656716418
May,HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.0202565833896016,0.4477611940298507,13.26268656716418
May,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,0.0243079000675219,0.6101694915254238,7.593790058396241
May,JUMBO BAG ALPHABET,JUMBO BAG APPLES,0.0283592167454422,0.4038461538461539,5.388253638253639
May,JUMBO BAG ALPHABET,JUMBO BAG VINTAGE DOILY,0.0297096556380823,0.4230769230769231,4.895132211538462
May,JUMBO BAG ALPHABET,LUNCH BAG ALPHABET DESIGN,0.0324105334233625,0.4615384615384615,6.509890109890111
May,LUNCH BAG ALPHABET DESIGN,JUMBO BAG ALPHABET,0.0324105334233625,0.4571428571428572,6.509890109890111
May,JUMBO BAG PEARS,JUMBO BAG APPLES,0.0270087778528021,0.6557377049180327,8.749076945798256
May,JUMBO BAG PINK POLKADOT,JUMBO BAG APPLES,0.0202565833896016,0.4285714285714285,5.718146718146718
May,JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT,0.0310600945307224,0.4144144144144144,5.157544098720569
May,JUMBO BAG APPLES,LUNCH BAG APPLE DESIGN,0.0364618501012829,0.4864864864864864,4.934838948537578
May,JUMBO BAG PEARS,JUMBO BAG VINTAGE DOILY,0.0236326806212018,0.5737704918032788,6.638703893442624
May,JUMBO BAG PEARS,JUMBO BAG VINTAGE LEAF,0.0236326806212018,0.5737704918032788,9.137140842587698
May,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,0.0330857528696826,0.411764705882353,8.711764705882354
May,JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.0330857528696826,0.7,8.711764705882352
May,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG RED RETROSPOT,0.0202565833896016,0.625,7.778361344537815
May,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,0.0263335584064821,0.582089552238806,7.2443245955098465
May,JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,0.0229574611748818,0.5151515151515151,6.411255411255412
May,JUMBO BAG VINTAGE DOILY,JUMBO BAG VINTAGE LEAF,0.0418636056718433,0.484375,7.713541666666667
May,JUMBO BAG VINTAGE LEAF,JUMBO BAG VINTAGE DOILY,0.0418636056718433,0.6666666666666667,7.713541666666667
May,JUMBO BAG VINTAGE DOILY,LUNCH BAG VINTAGE DOILY,0.0418636056718433,0.484375,5.123995535714285
May,LUNCH BAG VINTAGE DOILY,JUMBO BAG VINTAGE DOILY,0.0418636056718433,0.4428571428571428,5.123995535714285
May,JUMBO BAG VINTAGE LEAF,LUNCH BAG VINTAGE DOILY,0.0290344361917623,0.4623655913978494,4.891167434715821
May,LUNCH BAG  BLACK SKULL,LUNCH BAG APPLE DESIGN,0.0270087778528021,0.4347826086956521,4.410363311494938
May,LUNCH BAG  BLACK SKULL,LUNCH BAG CARS BLUE,0.0283592167454422,0.4565217391304348,6.829380764163373
May,LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL,0.0283592167454422,0.4242424242424242,6.829380764163373
May,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG  BLACK SKULL,0.0222822417285617,0.540983606557377,8.708660014255166
May,LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL,0.0229574611748818,0.4473684210526316,7.201659038901602
May,LUNCH BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL,0.0344361917623227,0.4112903225806451,6.620880084151472
May,LUNCH BAG  BLACK SKULL,LUNCH BAG RED RETROSPOT,0.0344361917623227,0.5543478260869565,6.620880084151473
May,LUNCH BAG  BLACK SKULL,LUNCH BAG SUKI DESIGN,0.0283592167454422,0.4565217391304348,6.202832070203431
May,LUNCH BAG APPLE DESIGN,LUNCH BAG ALPHABET DESIGN,0.0398379473328831,0.4041095890410959,5.699869536855839
May,LUNCH BAG ALPHABET DESIGN,LUNCH BAG APPLE DESIGN,0.0398379473328831,0.5619047619047619,5.699869536855839
May,LUNCH BAG ALPHABET DESIGN,LUNCH BAG VINTAGE DOILY,0.0324105334233625,0.4571428571428572,4.835918367346939
May,LUNCH BAG ALPHABET DESIGN,LUNCH BAG VINTAGE LEAF DESIGN,0.0283592167454422,0.4,6.50989010989011
May,LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG ALPHABET DESIGN,0.0283592167454422,0.4615384615384615,6.509890109890111
May,LUNCH BAG CARS BLUE,LUNCH BAG APPLE DESIGN,0.0297096556380823,0.4444444444444444,4.508371385083714
May,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG APPLE DESIGN,0.0229574611748818,0.5573770491803278,5.653941163260723
May,LUNCH BAG RED RETROSPOT,LUNCH BAG APPLE DESIGN,0.0364618501012829,0.4354838709677419,4.417476800707027
May,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG APPLE DESIGN,0.0263335584064821,0.5270270270270271,5.346075527582378
